RPF_TOOL_GROUP,RPF_SUB_TOOL_GROUP,RPF_SUB_SUB_TOOL_GROUP,Assettype,TDA2RASSET_SerialNum,SLB_GEOUNIT,SLB_COUNTRY,SLB_DISTRICT,LOCATION,REPAIR_STATUS
,,,1-32ZAXS-TOOL,1293220,APG,AU,AUJAD,AUJAD-WLES,O
,,,1-32ZAXS-TOOL,BF2840779,APG,AU,AUJAD,AUJAD-WLES,O
,,,2-23KAMP-TOOL,1222632,APG,AU,AUJAD,AUJAD-WLES,O
,,,2-23ZAHC265-TOOL,1180167,APG,AU,AURMA,AURMA-WLES,O
,,,2-23ZA-TOOL,1206558,APG,AU,AUJAD,AUJAD-WLES,O
,,,2-23ZA-TOOL,1245009,APG,AU,AURMA,AURMA-WLES,O
,,,2-23ZA-TOOL,1252893,APG,AU,AUMOO,AUMOO-WLPS,O
,,,2-23ZA-TOOL,1270835,APG,AU,AUMOO,AUMOO-WLPS,O
,,,2-23ZA-TOOL,BF2651644,APG,AU,AUPER,AUPER-WLES,O
,,,2-23ZA-TOOL,BF2711327,APG,AU,AUPER,AUPER-WLES,O
,,,2-23ZA-TOOL,BF2843267,APG,AU,AUPER,AUPER-WLES,O
,,,2-32ZAHC-TOOL,2012817,APG,AU,AUJAD,AUJAD-WLES,R
,,,2-32ZA-TOOL,1175566,APG,AU,AUJAD,AUJAD-WLES,O
,,,2-32ZAXS-TOOL,1044698,APG,PG,PGPOM,PGPOM-WLES,O
,,,2-32ZAXS-TOOL,1068463,APG,AU,AUJAD,AUJAD-WLES,O
,,,2-32ZAXS-TOOL,1137133,APG,AU,AUJAD,AUJAD-WLES,O
,,,2-32ZAXS-TOOL,1293218,APG,AU,AUJAD,AUJAD-WLES,O
,,,2-32ZAXS-TOOL,BF2126616,APG,AU,AUJAD,AUJAD-WLES,O
,,,2-32ZAXS-TOOL,BF2364501,APG,AU,AUPER,AUPER-WLES,O
,,,2-32ZAXS-TOOL,BF2560379,APG,PG,PGPOM,PGPOM-WLES,O
,,,2-32ZAXS-TOOL,BF2610622,APG,AU,AURMA,AURMA-WLES,O
,,,2-32ZT-TOOL,1160128,APG,AU,AUJAD,AUJAD-WLES,O
,,,2-32ZT-TOOL,1187856,APG,AU,AURMA,AURMA-WLES,O
,,,2-32ZT-TOOL,652644,APG,NZ,NZNPL,NZNPL-WLES,O
,,,2-32ZT-TOOL,BF1391103,APG,AU,AUPER,AUPER-WLES,O
,,,2-32ZT-TOOL,BF1618491,APG,AU,AURMA,AURMA-WLES,O
,,,2-32ZT-TOOL,BF1624741,APG,AU,AUPER,AUPER-WLES,O
,,,2-32ZT-TOOL,BF2185101,APG,AU,AUPER,AUPER-WLES,O
,,,5112-NA,1632000026,APG,AU,AUPER,AUPER-SWC,O
,,,5112-NA,JAF161346,APG,AU,AUPER,AUPER-SWC,O
,,,7-32ASXS-TOOL,1175166,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-32ASXS-TOOL,2002904,APG,AU,AUJAD,AUJAD-WLES,R
,,,7-32ASXS-TOOL,BF1965528,APG,AU,AUPER,AUPER-WLES,O
,,,7-32ASXS-TOOL,BF2749149,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-39AI-XXS-TOOL,1221431,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-39AI-XXS-TOOL,1287698,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-39AI-XXS-TOOL,1293182,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-39PI-XXS-TOOL,1185598,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-39PI-XXS-TOOL,2002929,APG,AU,AUJAD,AUJAD-WLES,R
,,,7-39PI-XXS-TOOL,BF2521472,APG,AU,AURMA,AURMA-WLES,O
,,,7-39PI-XXS-TOOL,BF2708944,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-39PI-XXS-TOOL,BF2711332,APG,AU,AURMA,AURMA-WLES,O
,,,7-39ZALXS-TOOL,1127625,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-42ZVXS-TOOL,BF2164023,APG,AU,AUPER,AUPER-WLES,O
,,,7-46ZVI-XS,7-46ZVI-XS|F723020_1,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F713254,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F714063,APG,PG,PGPOM,PGPOM-WLES,O
,,,7-46ZVI-XS,F715052,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F716024,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F716024A,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F717003,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F717035,APG,NZ,NZNPL,NZNPL-WLES,O
,,,7-46ZVI-XS,F717036,APG,AU,AURMA,AURMA-WLES,O
,,,7-46ZVI-XS,F717165,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F717169,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F717222,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F718042,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F718093,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F718181,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F718205,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F719041,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F719043,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F719090,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F719248,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F719280,APG,AU,AURMA,AURMA-WLES,O
,,,7-46ZVI-XS,F719281,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F719282,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F719283,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F720006,APG,AU,AURMA,AURMA-WLES,O
,,,7-46ZVI-XS,F720033,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F720098,APG,PG,PGPOM,PGPOM-WLES,O
,,,7-46ZVI-XS,F720099,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F720139,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F721140,APG,AU,AURMA,AURMA-WLES,O
,,,7-46ZVI-XS,F721141,APG,AU,AURMA,AURMA-WLES,O
,,,7-46ZVI-XS,F721188,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F721218,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F722028,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F722227,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F723020,APG,AU,AURMA,AURMA-WLES,O
,,,7-46ZVI-XS,F723110,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F723204,APG,AU,AURMA,AURMA-WLES,O
,,,7-46ZVI-XS,F723204_1,APG,AU,AURMA,AURMA-WLES,O
,,,7-46ZVI-XS,F723206,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F724116,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS,F724148,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS-TOOL,1055004,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS-TOOL,1071673,APG,PG,PGPOM,PGPOM-WLES,O
,,,7-46ZVI-XS-TOOL,1105501,APG,AU,AUMOO,AUMOO-WLES,O
,,,7-46ZVI-XS-TOOL,1152056,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS-TOOL,1156437,APG,AU,AURMA,AURMA-WLES,O
,,,7-46ZVI-XS-TOOL,1171605,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS-TOOL,1176944,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS-TOOL,1186245,APG,AU,AURMA,AURMA-WLES,O
,,,7-46ZVI-XS-TOOL,1209304,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS-TOOL,1212630,APG,AU,AUMOO,AUMOO-WLES,O
,,,7-46ZVI-XS-TOOL,1212631,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS-TOOL,1233038,APG,PG,PGPOM,PGPOM-WLES,O
,,,7-46ZVI-XS-TOOL,1242399,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS-TOOL,1270836,APG,AU,AURMA,AURMA-WLES,O
,,,7-46ZVI-XS-TOOL,1270837,APG,AU,AURMA,AURMA-WLES,O
,,,7-46ZVI-XS-TOOL,1270838,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS-TOOL,1284122,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS-TOOL,1293219,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS-TOOL,1293221,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS-TOOL,1293222,APG,AU,AURMA,AURMA-WLES,O
,,,7-46ZVI-XS-TOOL,1293298,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS-TOOL,2003489,APG,AU,AUJAD,AUJAD-WLES,R
,,,7-46ZVI-XS-TOOL,2004061,APG,AU,AURMA,AURMA-WLES,R
,,,7-46ZVI-XS-TOOL,2004112,APG,AU,AURMA,AURMA-WLES,R
,,,7-46ZVI-XS-TOOL,2004113,APG,AU,AUJAD,AUJAD-WLES,R
,,,7-46ZVI-XS-TOOL,530956,APG,AU,AURMA,AURMA-WLES,O
,,,7-46ZVI-XS-TOOL,627981,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS-TOOL,635985,APG,AU,AURMA,AURMA-WLES,O
,,,7-46ZVI-XS-TOOL,642360,APG,AU,AURMA,AURMA-WLES,O
,,,7-46ZVI-XS-TOOL,730144,APG,NZ,NZNPL,NZNPL-WLES,O
,,,7-46ZVI-XS-TOOL,BF2563275,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS-TOOL,BF2667283,APG,AU,AUPER,AUPER-WLES,O
,,,7-46ZVI-XS-TOOL,BF2680871,APG,AU,AUPER,AUPER-WLES,O
,,,7-46ZVI-XS-TOOL,BF2690384,APG,AU,AUPER,AUPER-WLES,O
,,,7-46ZVI-XS-TOOL,BF2735915,APG,AU,AUPER,AUPER-WLES,O
,,,7-46ZVI-XS-TOOL,BF2735916,APG,AU,AURMA,AURMA-WLES,O
,,,7-46ZVI-XS-TOOL,BF2856679,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XS-TOOL,BF2865436,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-46ZVI-XXS-TOOL,1187845,APG,PG,PGPOM,PGPOM-WLES,O
,,,7-48AI-XXS-TOOL,1212833,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-48AI-XXS-TOOL,1224418,APG,NZ,NZNPL,NZNPL-WLES,O
,,,7-48AI-XXS-TOOL,1225397,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-48AI-XXS-TOOL,1239431,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-48AI-XXS-TOOL,BF2667274,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-48AI-XXS-TOOL,BF2682540,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-48AI-XXS-TOOL,BF2748163,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-48ASUS-TOOL,BF2553863,APG,AU,AUPER,AUPER-WLES,O
,,,7-50AK-XXS-SSC-FO-TOOL,BF2417712,APG,AU,AUPER,AUPER-WLES,O
,,,7-50KA-US-SSC-TOOL,1256299,APG,AU,AUJAD,AUJAD-WLES,O
,,,7-50KA-US-SSC-TOOL,2003116,APG,AU,AUJAD,AUJAD-WLES,R
,,,7-53AKZ-US-FH-SSC-TOOL,2003117,APG,AU,AUJAD,AUJAD-WLES,R
,,,ACTS-B,1001351,APG,NZ,NZNPL,NZNPL-WLES,O
,,,ACTS-B,1097871,APG,AU,AUJAD,AUJAD-WLES,O
,,,ACTS-B,1222286,APG,AU,AUJAD,AUJAD-WLES,O
,,,ADAPTERS,275046,APG,AU,AURMA,AURMA-WLES,O
,,,ADAPTERS,276788,APG,AU,AUPER,AUPER-WLES,O
,,,AH-01-TOOL,2004713,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-107-TOOL,1033546,APG,AU,AUPER,AUPER-WLES,O
,,,AH-107-TOOL,1036380,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-107-TOOL,1050992,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-107-TOOL,1089615,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-107-TOOL,1090417,APG,PG,PGPOM,PGPOM-WLES,O
,,,AH-107-TOOL,1105614,APG,AU,AUMOO,AUMOO-WLES,O
,,,AH-107-TOOL,1149674,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-107-TOOL,1184439,APG,AU,AURMA,AURMA-WLES,O
,,,AH-107-TOOL,1186128,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-107-TOOL,1192494,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-107-TOOL,1192496,APG,AU,AURMA,AURMA-WLES,O
,,,AH-107-TOOL,1245826,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-107-TOOL,1272487,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-107-TOOL,271763,APG,AU,AUPER,AUPER-WLES,O
,,,AH-107-TOOL,480924,APG,AU,AURMA,AURMA-WLES,O
,,,AH-107-TOOL,481454,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-107-TOOL,514439,APG,AU,AUMOO,AUMOO-WLES,O
,,,AH-107-TOOL,642476,APG,AU,AURMA,AURMA-WLES,O
,,,AH-107-TOOL,642495,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-107-TOOL,662106,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-107-TOOL,890961,APG,AU,AUPER,AUPER-WLES,O
,,,AH-107-TOOL,BF1391907,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-107-TOOL,BF1984144,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-107-Tool-MOD,669137,APG,AU,AUMOO,AUMOO-WLES,O
,,,AH-120-TOOL,1089620,APG,AU,AURMA,AURMA-WLES,O
,,,AH-120-TOOL,1105268,APG,AU,AUPER,AUPER-WLES,O
,,,AH-120-TOOL,259225,APG,AU,AUPER,AUPER-WLES,O
,,,AH-120-TOOL,613436,APG,NZ,NZNPL,NZNPL-WLES,O
,,,AH-121-TOOL,509059,APG,AU,AUPER,AUPER-WLES,O
,,,AH-121-TOOL,653106,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-121-TOOL,653107,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-121-TOOL,654438,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-122-TOOL,1074531,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-122-TOOL,1092602,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-122-TOOL,1130335,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-122-TOOL,1130336,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-122-TOOL,1158497,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-122-TOOL,216553,APG,PG,PGMDU,PGMDU-WLES,O
,,,AH-122-TOOL,419452,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-122-TOOL,509071,APG,AU,AUMOO,AUMOO-WLES,O
,,,AH-124-TOOL,1089621,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-124-TOOL,1186785,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-124-TOOL,614895,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-124-TOOL,614896,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-124-TOOL,614897,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-124-TOOL,651694,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-126-TOOL,210370,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-129-TOOL,614711,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-129-TOOL,614925,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-141-TOOL,1027283,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-141-TOOL,1048198,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-141-TOOL,1125731,APG,PG,PGMDU,PGMDU-WLES,O
,,,AH-141-TOOL,194752,APG,NZ,NZNPL,NZNPL-WLES,O
,,,AH-141-TOOL,216515,APG,PG,PGMDU,PGMDU-WLES,O
,,,AH-141-TOOL,BF1854898,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-166-TOOL,1089622,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-166-TOOL,1089623,APG,AU,AUMOO,AUMOO-WLES,O
,,,AH-166-TOOL,1175413,APG,AU,AURMA,AURMA-WLES,O
,,,AH-166-TOOL,1277164,APG,AU,AUMOO,AUMOO-WLES,O
,,,AH-166-TOOL,493860,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-166-TOOL,509072,APG,NZ,NZNPL,NZNPL-WLES,O
,,,AH-166-TOOL,BF1837136,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-166-TOOL,BF2325467,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-169-TOOL,1044170,APG,AU,AUMOO,AUMOO-WLES,O
,,,AH-169-TOOL,1052868,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-169-TOOL,1089788,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-169-TOOL,217126,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-169-TOOL,260405,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-169-TOOL,BF1392395,APG,PG,PGMDU,PGMDU-WLES,O
,,,AH-169-TOOL,BF1392479,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-169-TOOL,BF1498316,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-170-TOOL,1089631,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-173-TOOL,1077616,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-173-TOOL,1134815,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-173-TOOL,1134816,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-173-TOOL,1177471,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-173-TOOL,1229401,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-173-TOOL,194882,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-173-TOOL,612136,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-173-TOOL,620723,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-173-TOOL,620724,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-178-TOOL,614205,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-178-TOOL,617316,APG,NZ,NZNPL,NZNPL-WLES,O
,,,AH-183-TOOL,1175791,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-184-TOOL,1033554,APG,NZ,NZNPL,NZNPL-WLES,O
,,,AH-184-TOOL,1056633,APG,AU,AURMA,AURMA-WLES,O
,,,AH-184-TOOL,1090094,APG,AU,AURMA,AURMA-WLES,O
,,,AH-184-TOOL,1090095,APG,AU,AURMA,AURMA-WLES,O
,,,AH-184-TOOL,1090140,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-184-TOOL,1092152,APG,AU,AURMA,AURMA-WLES,O
,,,AH-184-TOOL,1105458,APG,PG,PGPOM,PGPOM-WLES,O
,,,AH-184-TOOL,1122810,APG,NZ,NZNPL,NZNPL-WLES,O
,,,AH-184-TOOL,1127858,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-184-TOOL,1127864,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-184-TOOL,1132760,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-184-TOOL,1139329,APG,AU,AURMA,AURMA-WLES,O
,,,AH-184-TOOL,1145990,APG,AU,AURMA,AURMA-WLES,O
,,,AH-184-TOOL,1149677,APG,AU,AURMA,AURMA-WLES,O
,,,AH-184-TOOL,1149678,APG,AU,AURMA,AURMA-WLES,O
,,,AH-184-TOOL,1170882,APG,PG,PGPOM,PGPOM-WLES,O
,,,AH-184-TOOL,1175938,APG,AU,AURMA,AURMA-WLES,O
,,,AH-184-TOOL,1175939,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-184-TOOL,190753,APG,AU,AURMA,AURMA-WLES,O
,,,AH-184-TOOL,2003189,APG,AU,AURMA,AURMA-WLES,R
,,,AH-184-TOOL,2003191,APG,AU,AUJAD,AUJAD-WLES,R
,,,AH-184-TOOL,2003192,APG,AU,AUJAD,AUJAD-WLES,R
,,,AH-184-TOOL,2003193,APG,AU,AUJAD,AUJAD-WLES,R
,,,AH-184-TOOL,2003194,APG,AU,AUJAD,AUJAD-WLES,R
,,,AH-184-TOOL,253710,APG,AU,AURMA,AURMA-WLES,O
,,,AH-184-TOOL,258055,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-184-TOOL,260411,APG,AU,AURMA,AURMA-WLES,O
,,,AH-184-TOOL,347852,APG,AU,AURMA,AURMA-WLES,O
,,,AH-184-TOOL,524869,APG,NZ,NZNPL,NZNPL-WLES,O
,,,AH-184-TOOL,527217,APG,AU,AURMA,AURMA-WLES,O
,,,AH-184-TOOL,612235,APG,PG,PGPOM,PGPOM-WLES,O
,,,AH-184-TOOL,614209,APG,NZ,NZNPL,NZNPL-WLES,O
,,,AH-184-TOOL,623231,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-184-TOOL,633757,APG,PG,PGPOM,PGPOM-WLES,O
,,,AH-184-TOOL,633787,APG,PG,PGPOM,PGPOM-WLES,O
,,,AH-184-TOOL,637478,APG,NZ,NZNPL,NZNPL-WLES,O
,,,AH-184-TOOL,637485,APG,NZ,NZNPL,NZNPL-WLES,O
,,,AH-184-TOOL,651099,APG,NZ,NZNPL,NZNPL-WLES,O
,,,AH-184-TOOL,652889,APG,AU,AURMA,AURMA-WLES,O
,,,AH-184-TOOL,987634,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-184-TOOL,BF1392760,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-184-TOOL,BF1392831,APG,AU,AURMA,AURMA-WLES,O
,,,AH-184-TOOL,BF1562478,APG,PG,PGPOM,PGPOM-WLES,O
,,,AH-184-TOOL,BF1854670,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-184-TOOL,BF1854671,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-184-TOOL,BF1954905,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-184-TOOL,BF2001935,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-184-TOOL,BF2158234,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-184-TOOL,BF2300129,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-184-TOOL-MOD,1222926,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-184-TOOL-MOD,669138,APG,NZ,NZNPL,NZNPL-WLES,O
,,,AH-185-TOOL,1089641,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-185-TOOL,1090036,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-185-TOOL,1158418,APG,AU,AURMA,AURMA-WLES,O
,,,AH-185-TOOL,1206039,APG,AU,AURMA,AURMA-WLES,O
,,,AH-185-TOOL,649856,APG,AU,AURMA,AURMA-WLES,O
,,,AH-185-TOOL,BF1392978,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-190-TOOL,1050999,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-190-TOOL,1095522,APG,AU,AURMA,AURMA-WLES,O
,,,AH-190-TOOL,1187947,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-191-TOOL,1087974,APG,AU,AURMA,AURMA-WLES,O
,,,AH-191-TOOL,1176600,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-192-TOOL,194085,APG,AU,AUPER,AUPER-WLES,O
,,,AH-197-TOOL,1072404,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-197-TOOL,1074533,APG,NZ,NZNPL,NZNPL-WLES,O
,,,AH-197-TOOL,1089565,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-197-TOOL,1090047,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-197-TOOL,1142354,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-197-TOOL,652232,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-197-TOOL,BF1393198,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-197-TOOL,BF1825265,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-199-TOOL,1006181,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-199-TOOL,1089610,APG,NZ,NZNPL,NZNPL-WLES,O
,,,AH-199-TOOL,1089987,APG,NZ,NZNPL,NZNPL-WLES,O
,,,AH-199-TOOL,1090057,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-199-TOOL,1090062,APG,NZ,NZNPL,NZNPL-WLES,O
,,,AH-199-TOOL,1124773,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-199-TOOL,545357,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-199-TOOL,644342,APG,AU,AURMA,AURMA-WLES,O
,,,AH-199-TOOL,653110,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-199-TOOL,997891,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-199-TOOL,BF1305290,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-199-TOOL,BF1594935,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-199-TOOL,BF1691286,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-199-TOOL,BF1763442,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-201-TOOL,1089566,APG,AU,AURMA,AURMA-WLES,O
,,,AH-201-TOOL,1090099,APG,AU,AURMA,AURMA-WLES,O
,,,AH-201-TOOL,1090139,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-201-TOOL,985189,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-201-TOOL,BF1721718,APG,NZ,NZNPL,NZNPL-WLES,O
,,,AH-202-TOOL,1195080,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-202-TOOL,617034,APG,NZ,NZNPL,NZNPL-WLES,O
,,,AH-203-TOOL,613694,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-215-TOOL,1089655,APG,AU,AUPER,AUPER-WLES,O
,,,AH-215-TOOL,633653,APG,NZ,NZNPL,NZNPL-WLES,O
,,,AH-215-TOOL,660619,APG,AU,AUPER,AUPER-WLES,O
,,,AH-215-TOOL,BF1393364,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-215-TOOL,BF1639535,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-215-TOOL,BF1826583,APG,AU,AUJAD,AUJAD-WLES,O
,,,AH-222-TOOL,1079040,APG,NZ,NZNPL,NZNPL-WLES,O
,,,AH-222-TOOL,1157316,APG,AU,AUJAD,AUJAD-WLES,O
