RPF_TOOL_GROUP,RPF_SUB_TOOL_GROUP,RPF_SUB_SUB_TOOL_GROUP,Assettype,TDA2RASSET_SerialNum,SLB_GEOUNIT,SLB_COUNTRY,SLB_DISTRICT,LOCATION,REPAIR_STATUS
,,,LEH-QT-STD,1293419,APG,AU,AUJAD,AUJAD-WLES,O
,,,LEH-QT-STD,659636,APG,AU,AUJAD,AUJAD-WLES,O
,,,LEH-QT-STD,985739,APG,AU,AURMA,AURMA-WLES,O
,,,LEH-QT-STD,992147,APG,NZ,NZNPL,NZNPL-WLES,O
,,,LEH-QT-STD,992243,APG,AU,AURMA,AURMA-WLES,O
,,,LEH-QT-STD,996045,APG,AU,AURMA,AURMA-WLES,O
,,,LEH-QT-STD,996300,APG,PG,PGPOM,PGPOM-WLES,O
,,,LEH-QT-STD,999954,APG,AU,AUJAD,AUJAD-WLES,O
,,,LEH-QT-STD,BF1380412,APG,AU,AUJAD,AUJAD-WLES,O
,,,LEH-S-STD,1054095,APG,AU,AUJAD,AUJAD-WLES,O
,,,LEH-S-STD,1090282,APG,AU,AUJAD,AUJAD-WLES,O
,,,LEH-S-STD,658523,APG,AU,AUJAD,AUJAD-WLES,O
,,,LEH-S-STD,658613,APG,AU,AUJAD,AUJAD-WLES,O
,,,LEH-S-STD,BF1748543,APG,AU,AUJAD,AUJAD-WLES,O
,,,LEH-S-STD,BF1864789,APG,AU,AUJAD,AUJAD-WLES,O
,,,LIFT-CAP,1258589,APG,AU,AUJAD,AUJAD-WLES,O
,,,LIFT-CAP,1260525,APG,AU,AUJAD,AUJAD-WLES,O
,,,LIFT-CAP,1265843,APG,AU,AUJAD,AUJAD-WLES,O
,,,LIFT-MDT-TOOLSET,1102264,APG,AU,AUJAD,AUJAD-WLES,O
,,,LIFT-MDT-TOOLSET,1102267,APG,AU,AUJAD,AUJAD-WLES,O
,,,LIFT-MDT-TOOLSET,1102614,APG,PG,PGMDU,PGMDU-WLES,O
,,,LIFT-MDT-TOOLSET,1102944,APG,PG,PGMDU,PGMDU-WLES,O
,,,LIFT-MDT-TOOLSET,1102945,APG,PG,PGMDU,PGMDU-WLES,O
,,,LIFT-MDT-TOOLSET,1102946,APG,AU,AUMOO,AUMOO-WLES,O
,,,LIFT-MDT-TOOLSET,1102947,APG,AU,AUJAD,AUJAD-WLES,O
,,,LIFT-MDT-TOOLSET,1102956,APG,AU,AUJAD,AUJAD-WLES,O
,,,LIFT-MDT-TOOLSET,1224585,APG,NZ,NZNPL,NZNPL-WLES,O
,,,LIFT-MDT-TOOLSET,1226985,APG,AU,AUJAD,AUJAD-WLES,O
,,,LIFT-MDT-TOOLSET,BF2085417,APG,AU,AUJAD,AUJAD-WLES,O
,,,LIFT-MDT-TOOLSET,BF2085652,APG,PG,PGMDU,PGMDU-WLES,O
,,,LIFT-MDT-TOOLSET,BF2092244,APG,AU,AUJAD,AUJAD-WLES,O
,,,LIFT-MDT-TOOLSET,BF2854102,APG,AU,AUJAD,AUJAD-WLES,O
,,,LOAD-CELL,BPS-LC-01,APG,AU,AUDRW,AUDRW-MDS,O
,,,LOAD-CELL,X1002355,APG,AU,AUDAM,AUDAM-MDS,O
,,,LOCK-DB6-45,HABL-001,APG,AU,AUPER,AUPER-CCM,O
,,,LOCK-DB6-45,HABL-002,APG,AU,AUPER,AUPER-CCM,O
,,,LTC005-TOOLSET,BF2618093,APG,AU,AUJAD,AUJAD-WLES,O
,,,LUB-RCD-NCLP,A6034183A,APG,AU,AUJAD,AUJAD-MIDPM,O
,,,LVRE-CA,15006,APG,AU,AUKEW,AUKEW-SWC,O
,,,LVRE-DA,11001,APG,AU,AUKEW,AUKEW-SWC,O
,,,MAGNO-VIRT,,APG,AU,AUJAD,AUJAD-WBPE,O
,,,MAST-BA,2003213,APG,AU,AURMA,AURMA-WLES,R
,,,MAST-BA,514444,APG,AU,AUJAD,AUJAD-WLES,O
,,,MAST-BA,636261,APG,AU,AUJAD,AUJAD-WLES,O
,,,MAST-BA-Dipole,1082016,APG,AU,AUJAD,AUJAD-WLES,O
,,,MAST-BA-Dipole,1083032,APG,AU,AUJAD,AUJAD-WLES,O
,,,MAST-BA-Dipole,1083184,APG,AU,AUPER,AUPER-WLES,O
,,,MAST-BA-Dipole,1162985,APG,AU,AURMA,AURMA-WLES,O
,,,MAST-BA-Dipole,1204231,APG,NZ,NZNPL,NZNPL-WLES,O
,,,MAST-BA-Dipole,1207518,APG,PG,PGPOM,PGPOM-WLES,O
,,,MAST-BA-Dipole,1208489,APG,AU,AURMA,AURMA-WLES,O
,,,MAST-BA-Dipole,1208911,APG,AU,AUJAD,AUJAD-WLES,O
,,,MAST-BA-Dipole,1209593,APG,AU,AUJAD,AUJAD-WLES,O
,,,MAST-BA-Dipole,1272323,APG,AU,AUJAD,AUJAD-WLES,O
,,,MAST-BA-TOOL,1175420,APG,AU,AURMA,AURMA-WLES,O
,,,MAST-BA-TOOL,1182785,APG,AU,AUJAD,AUJAD-WLES,O
,,,MAST-BA-TOOL,1200692,APG,AU,AUJAD,AUJAD-WLES,O
,,,MAST-BA-TOOL,1244035,APG,AU,AURMA,AURMA-WLES,O
,,,MAST-BA-TOOL,1271887,APG,AU,AUJAD,AUJAD-WLES,O
,,,MAST-BA-TOOL,2002897,APG,AU,AUJAD,AUJAD-WLES,R
,,,MAST-BA-TOOL,994255,APG,AU,AUJAD,AUJAD-WLES,O
,,,MAST-CA-TOOL,1058069,APG,PG,PGPOM,PGPOM-WLES,O
,,,MAST-CA-TOOL,1194684,APG,NZ,NZNPL,NZNPL-WLES,O
,,,MAST-CA-TOOL,1195556,APG,AU,AUMOO,AUMOO-WLES,O
,,,MAST-CA-TOOL,1195559,APG,AU,AUJAD,AUJAD-WLES,O
,,,MAST-CA-TOOL,1208442,APG,AU,AUJAD,AUJAD-WLES,O
,,,MAST-CA-TOOL,2003239,APG,AU,AUJAD,AUJAD-WLES,R
,,,MAST-CA-TOOL,2003240,APG,AU,AUJAD,AUJAD-WLES,R
,,,MAST-CA-TOOL,636946,APG,PG,PGPOM,PGPOM-WLES,O
,,,MAST-CA-TOOL,930408,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-DB-TOOL,1009821,APG,AU,AUMOO,AUMOO-WLES,O
,,,MCML-DB-TOOL,1009824,APG,AU,AUMOO,AUMOO-WLPS,O
,,,MCML-DB-TOOL,1013932,APG,AU,AUMOO,AUMOO-WLPS,O
,,,MCML-DB-TOOL,1019968,APG,AU,AUMOO,AUMOO-WLES,O
,,,MCML-DB-TOOL,1037730,APG,PG,PGPOM,PGPOM-WLES,O
,,,MCML-DB-TOOL,1037748,APG,PG,PGPOM,PGPOM-WLES,O
,,,MCML-DB-TOOL,1053480,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-DB-TOOL,1157888,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-DB-TOOL,1157889,APG,AU,AURMA,AURMA-WLES,O
,,,MCML-DB-TOOL,1157890,APG,AU,AURMA,AURMA-WLES,O
,,,MCML-DB-TOOL,1173769,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-DB-TOOL,1214640,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-DB-TOOL,1215290,APG,PG,PGMDU,PGMDU-WLES,O
,,,MCML-DB-TOOL,937496,APG,AU,AUMOO,AUMOO-WLES,O
,,,MCML-DB-TOOL,942991,APG,AU,AUMOO,AUMOO-WLES,O
,,,MCML-DB-TOOL,985076,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-DB-TOOL,993666,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-DB-TOOL,BF2130290,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-DB-TOOL,BF2146512,APG,AU,AUMOO,AUMOO-WLES,O
,,,MCML-DB-TOOL,BF2173193,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-DB-TOOL,BF2177793,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-DB-TOOL,BF2177794,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-DB-TOOL,BF2181626,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-DB-TOOL,BF2181629,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-DB-TOOL,BF2277906,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-DB-TOOL,BF2277907,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-DB-TOOL,BF2314601,APG,AU,AURMA,AURMA-WLES,O
,,,MCML-DB-TOOL,BF2329718,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-DB-TOOL,BF2539958,APG,AU,AURMA,AURMA-WLES,O
,,,MCML-EB-TOOL,1250892,APG,AU,AURMA,AURMA-WLES,O
,,,MCML-EB-TOOL,1250893,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-EB-TOOL,BF2857742,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-EC,1012805,APG,AU,AURMA,AURMA-WLES,O
,,,MCML-EC,1012815,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-EC,1012829,APG,PG,PGPOM,PGPOM-WLES,O
,,,MCML-EC,1012835,APG,PG,PGPOM,PGPOM-WLES,O
,,,MCML-EC,1012855,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-EC,1012906,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-EC-TOOL,1286597,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-EC-TOOL,BF2856720,APG,AU,AURMA,AURMA-WLES,O
,,,MCML-EC-TOOL,BF2857740,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-EC-TOOL,BF2857741,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCML-EC-TOOL,BF2863933,APG,PG,PGPOM,PGPOM-WLES,O
,,,MCML-EC-TOOL,BF2863934,APG,PG,PGPOM,PGPOM-WLES,O
,,,MCMP-PAA-TOOL,1010822,APG,PG,PGPOM,PGPOM-WLES,O
,,,MCMP-PAA-TOOL,1010823,APG,PG,PGPOM,PGPOM-WLES,O
,,,MCMP-PAA-TOOL,1172842,APG,PG,PGPOM,PGPOM-WLES,O
,,,MCMP-PBA,71235,APG,AU,AUJAD,AUJAD-TSW,O
,,,MCMP-PBA,71241,APG,AU,AUJAD,AUJAD-TSW,O
,,,MCMP-PBA,71256,APG,AU,AUJAD,AUJAD-TSW,O
,,,MCMP-PBA,71271,APG,AU,AUJAD,AUJAD-TSW,O
,,,MCMP-QAA-TOOL,1002971,APG,NZ,NZNPL,NZNPL-WLES,O
,,,MCMP-QAA-TOOL,1017678,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-QAA-TOOL,1017679,APG,NZ,NZNPL,NZNPL-WLES,O
,,,MCMP-QAA-TOOL,1022078,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-QAA-TOOL,1022083,APG,AU,AUMOO,AUMOO-WLES,O
,,,MCMP-QAA-TOOL,1022084,APG,PG,PGPOM,PGPOM-WLES,O
,,,MCMP-QAA-TOOL,1066061,APG,NZ,NZNPL,NZNPL-WLES,O
,,,MCMP-QAA-TOOL,1080926,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-QAA-TOOL,1093654,APG,NZ,NZNPL,NZNPL-WLES,O
,,,MCMP-QAA-TOOL,1093656,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-QAA-TOOL,1093661,APG,NZ,NZNPL,NZNPL-WLES,O
,,,MCMP-QAA-TOOL,1124478,APG,AU,AURMA,AURMA-WLPS,O
,,,MCMP-QAA-TOOL,1149103,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-QAA-TOOL,1149135,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-QAA-TOOL,1210936,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-QAA-TOOL,1272058,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-QAA-TOOL,942889,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-QAA-TOOL,942998,APG,AU,AUMOO,AUMOO-WLES,O
,,,MCMP-QAA-TOOL,991964,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-QAA-TOOL,991965,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-QAA-TOOL,993352,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-QAA-TOOL,993970,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-QAA-TOOL,998579,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-QAA-TOOL,BF1966949,APG,AU,AUPER,AUPER-WLES,O
,,,MCMP-QAA-TOOL,BF1980319,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-QAA-TOOL,BF1982438,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-QAA-TOOL,BF2015534,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-QAA-TOOL,BF2015536,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-QAA-TOOL,BF2015537,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-QAA-TOOL,BF2021270,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-QAA-TOOL,BF2063207,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-QAA-TOOL,BF2063208,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-QAA-TOOL,BF2070081,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-QAA-TOOL,BF2123776,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-QAA-TOOL,BF2123777,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-QAA-TOOL,BF2150154,APG,AU,AUPER,AUPER-WLES,O
,,,MCMP-QAA-TOOL,BF2168374,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-SAA-TOOL,1002377,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-SAA-TOOL,1002688,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-SAA-TOOL,1018421,APG,NZ,NZNPL,NZNPL-WLES,O
,,,MCMP-SAA-TOOL,1022331,APG,NZ,NZNPL,NZNPL-WLES,O
,,,MCMP-SAA-TOOL,1028949,APG,PG,PGPOM,PGPOM-WLES,O
,,,MCMP-SAA-TOOL,1077705,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-SAA-TOOL,1077852,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-SAA-TOOL,1105356,APG,NZ,NZNPL,NZNPL-WLES,O
,,,MCMP-SAA-TOOL,1125698,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-SAA-TOOL,1125699,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-SAA-TOOL,1151595,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-SAA-TOOL,1160536,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-SAA-TOOL,1160539,APG,AU,AUMOO,AUMOO-WLES,O
,,,MCMP-SAA-TOOL,1177632,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-SAA-TOOL,1189568,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-SAA-TOOL,1189594,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-SAA-TOOL,1189634,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-SAA-TOOL,1189635,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-SAA-TOOL,1189642,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-SAA-TOOL,1195340,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-SAA-TOOL,1204374,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-SAA-TOOL,1210959,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-SAA-TOOL,1272528,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-SAA-TOOL,931910,APG,NZ,NZNPL,NZNPL-WLES,O
,,,MCMP-SAA-TOOL,931912,APG,NZ,NZNPL,NZNPL-WLES,O
,,,MCMP-SAA-TOOL,935727,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-SAA-TOOL,935728,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-SAA-TOOL,984610,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-SAA-TOOL,986644,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-SAA-TOOL,990407,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-SAA-TOOL,995605,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-SAA-TOOL,BF2158198,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-SAA-TOOL,BF2183062,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-SAA-TOOL,BF2203372,APG,AU,AURMA,AURMA-WLES,O
,,,MCMP-SAA-TOOL,BF2306621,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-SAA-TOOL,BF2416633,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-TAA-TOOL,1274718,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-TAA-TOOL,1274719,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-TAA-TOOL,BF2861157,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-TAA-TOOL,BF2861386,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-TAA-TOOL,BF2861387,APG,AU,AUJAD,AUJAD-WLES,O
,,,MCMP-TAA-TOOL,BF2861388,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-CTRE-BA,1207261,APG,NZ,NZNPL,NZNPL-WLES,O
,,,MDT-CTRE-BA,1207270,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-CTRE-BA,1226953,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-CTRE-BA,BF1435526,APG,AU,AUPER,AUPER-WLES,O
,,,MDT-CTRE-BA,BF1791215,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-CTRE-BA,BF1791216,APG,AU,AUPER,AUPER-WLES,O
,,,MDT-CTRE-BA,BF1791217,APG,AU,AUPER,AUPER-WLES,O
,,,MDT-CTRE-BA,BF1791218,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-CTRE-BA,BF1791219,APG,AU,AUPER,AUPER-WLES,O
,,,MDT-CTRE-BA,BF1945937,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-DVROD-IFA-15K,1222837,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-DVROD-IFA-15K,1265902,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MIFA,1222833,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MIFA,1258771,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPMP,1097612,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPMP,1186052,APG,AU,AUPER,AUPER-WLES,O
,,,MDT-MPMP,1222942,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPMP,532454,APG,PG,PGPOM,PGPOM-WLES,O
,,,MDT-MPMP,641047,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPMP,BF1697141,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPMP,BF1817446,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,1001186,APG,NZ,NZNPL,NZNPL-WLES,O
,,,MDT-MPSR,1010362,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,1010386,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,1011841,APG,NZ,NZNPL,NZNPL-WLES,O
,,,MDT-MPSR,1013007,APG,NZ,NZNPL,NZNPL-WLES,O
,,,MDT-MPSR,1027221,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,1046549,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,1051007,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,1052839,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,1056000,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,1065256,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,1124299,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,1127169,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,1156573,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,1182865,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,1182867,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,1187014,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,1202787,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,1210388,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,1244873,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,1244876,APG,NZ,NZNPL,NZNPL-WLES,O
,,,MDT-MPSR,309370,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,405729,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,429646,APG,NZ,NZNPL,NZNPL-WLES,O
,,,MDT-MPSR,495980,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,507296,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,930366,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,932268,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,949521,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,995310,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,997380,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,999122,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,BF1420124,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,BF1420233,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,BF1420669,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,BF1616005,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,BF1616025,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,BF1642890,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,BF1642907,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,BF1697243,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,BF1701532,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,BF1705597,APG,NZ,NZNPL,NZNPL-WLES,O
,,,MDT-MPSR,BF1817422,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,BF1868456,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,BF1876268,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,BF1944345,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,BF1944355,APG,AU,AUPER,AUPER-WLES,O
,,,MDT-MPSR,BF2131274,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,BF2156578,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MPSR,BF2202141,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRAH,1011990,APG,AU,AURMA,AURMA-WLES,O
,,,MDT-MRAH,1016929,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRAH,1093694,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRAH,1222938,APG,AU,AUMOO,AUMOO-WLES,O
,,,MDT-MRAH,BF1305225,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRAH,BF1420958,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRBA,2002886,APG,AU,AUJAD,AUJAD-WLES,R
,,,MDT-MRBA,BF1421031,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRBN,1074520,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRBN,1074521,APG,NZ,NZNPL,NZNPL-WLES,O
,,,MDT-MRBN,1087516,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRBN,1087650,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRBN,1087794,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRBN,1088382,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRBN,1122497,APG,AU,AURMA,AURMA-WLES,O
,,,MDT-MRBN,1222940,APG,AU,AURMA,AURMA-WLES,O
,,,MDT-MRBN,1257543,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRBN,1276461,APG,AU,AURMA,AURMA-WLES,O
,,,MDT-MRBN,257090,APG,PG,PGMDU,PGMDU-WLES,O
,,,MDT-MRBN,259952,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRBN,364537,APG,NZ,NZNPL,NZNPL-WLES,O
,,,MDT-MRBN,930418,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRBN,BF1498327,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRBN,BF1729648,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRBN,BF1791588,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRBN,BF2015336,APG,AU,AUMOO,AUMOO-WLES,O
,,,MDT-MRBN,BF2042570,APG,AU,AURMA,AURMA-WLES,O
,,,MDT-MRBN-H2S,1025560,APG,NZ,NZNPL,NZNPL-WLES,O
,,,MDT-MRBN-H2S,1088274,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRBN-H2S,1182347,APG,AU,AURMA,AURMA-WLES,O
,,,MDT-MRBN-H2S,935591,APG,AU,AURMA,AURMA-WLES,O
,,,MDT-MRBN-H2S,BF1498441,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRDU-HP,1192868,APG,AU,AURMA,AURMA-WLES,O
,,,MDT-MRDU-HP,1216317,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRDU-HP,1293560,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRDU-HP,2002926,APG,NZ,NZNPL,NZNPL-WLES,R
,,,MDT-MRDU-HP,2011251,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRDU-HP,2013671,APG,AU,AUJAD,AUJAD-WLES,R
,,,MDT-MRDU-HP,366826,APG,AU,AURMA,AURMA-WLES,O
,,,MDT-MRDU-HP,663849,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRDU-STD,1222936,APG,AU,AURMA,AURMA-WLES,O
,,,MDT-MRDU-STD,1264075,APG,AU,AURMA,AURMA-WLES,O
,,,MDT-MRDU-STD,2002927,APG,AU,AUJAD,AUJAD-WLES,R
,,,MDT-MRDU-STD,2002928,APG,AU,AURMA,AURMA-WLES,R
,,,MDT-MRDU-STD,2004160,APG,AU,AUJAD,AUJAD-WLES,R
,,,MDT-MRDU-STD,2006884,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRDU-STD,2007609,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRDU-STD,2007719,APG,AU,AURMA,AURMA-WLES,O
,,,MDT-MRDU-STD,2008416,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRDU-STD,2009254,APG,AU,AURMA,AURMA-WLES,O
,,,MDT-MRDU-STD,2011196,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRDU-STD,256629,APG,AU,AUPER,AUPER-WLES,O
,,,MDT-MRDU-XHP,1294127,APG,AU,AUJAD,AUJAD-WLES,O
,,,MDT-MRDU-XXHP,2009894,APG,AU,AUJAD,AUJAD-WLES,O
